case,status,temperature_rmse_vs_full_k,u_rmse_vs_full_ms,v_rmse_vs_full_ms,max_relative_co2_drift,max_wind_ms,energy_change_j_m2_sr,aam_change_kg_m_s_sr,wall_seconds,compile_seconds
full,finite,0.0,0.0,0.0,4.284988919245336e-09,236.0459976970617,3369513.798968464,9703581582.796387,6092.37898313906,13.795075172092766
no_co2_exchange,finite,5.009108028194971,10.522211913699715,9.901835303032382,3.949909510581051e-09,236.25479219860148,-651954.4140117466,-858388194.4932861,6064.796487054322,13.483658699784428
weaker_diffusion,finite,3.764896119847513,9.14505314179061,9.387681407709767,4.231372585650206e-09,222.69919415894267,3271810.65371722,11051028252.230713,6097.712812955026,13.922063297126442
surface_exchange_multiplier_0.8,finite,3.686968769982448,8.740540634780997,8.98439784718288,4.30103841431162e-09,226.52856613976934,2458129.4263267517,7606597712.0217285,6103.382879929151,3.241596369072795
