case,status,temperature_rmse_vs_full_k,u_rmse_vs_full_ms,v_rmse_vs_full_ms,max_relative_co2_drift,max_wind_ms,energy_change_j_m2_sr,aam_change_kg_m_s_sr,wall_seconds,compile_seconds
full,finite,0.0,0.0,0.0,4.284988919245336e-09,236.0459976970617,3369513.798968464,9703581582.796387,6087.930871905759,3.299320633057505
co2_longwave_opacity_scale_0.8,finite,3.762227136685146,8.739443856151262,9.209377198194806,4.2514995968190306e-09,221.18538012792732,3286172.935312122,5995370058.241211,6121.199905435089,3.079511866904795
co2_longwave_opacity_scale_1.2,finite,3.531197640700158,8.546118005886104,8.753803004172815,4.277502907434894e-09,220.7700026831402,3475428.679689467,9559777307.459839,6122.792288572993,2.8311417791992426
dust_longwave_opacity_scale_0.8,finite,3.719836107283466,8.828985852339146,9.138986213604856,4.257430075149671e-09,226.55445371681236,3234541.4015530944,4762857450.453369,6138.813983344007,3.027928072027862
