time_hours,temperature_k,pressure_pa,ice_mass_kg,solar_flux_wm2,orbital_angle_rad
2586.0,223.93231654500286,610.0,0.0,659.7564114589337,0.985463197741834
2587.0,223.93676475104132,610.0,0.0,659.719181703184,0.985844273997728
2588.0,223.94214690565917,610.0,0.0,659.681943601242,0.986225350253622
2589.0,223.9479273359456,610.0,0.0,659.644697159311,0.986606426509516
2590.0,223.95354446747905,610.0,0.0,659.6074423835952,0.98698750276541
2591.0,223.95844706393535,610.0,0.0,659.570179280299,0.987368579021304
2592.0,223.96212984489668,610.0,0.0,659.5329078556293,0.987749655277198
2593.0,223.964166175373,610.0,0.0,659.495628115792,0.988130731533092
2594.0,223.96423569917968,610.0,0.0,659.4583400669952,0.9885118077889861
2595.0,223.96214510874026,610.0,0.0,659.4210437154483,0.9888928840448801
2596.0,223.9578406869913,610.0,0.0,659.3837390673604,0.9892739603007741
2597.0,223.95141179429478,610.0,0.0,659.3464261289422,0.9896550365566681
2598.0,223.9430850684299,610.0,0.0,659.3091049064058,0.9900361128125621
2599.0,223.93320971774295,610.0,0.0,659.2717754059634,0.9904171890684561
2600.0,223.92223487371427,610.0,0.0,659.2344376338282,0.9907982653243501
2601.0,223.910680488869,610.0,0.0,659.1970915962153,0.9911793415802441
2602.0,223.8991036837755,610.0,0.0,659.1597372993394,0.9915604178361381
2603.0,223.88806273558066,610.0,0.0,659.1223747494178,0.9919414940920321
2604.0,223.8780810427723,610.0,0.0,659.0850039526664,0.9923225703479261
2605.0,223.8696133899865,610.0,0.0,659.0476249153047,0.9927036466038202
2606.0,223.86301667651153,610.0,0.0,659.0102376435506,0.9930847228597142
2607.0,223.8585269759478,610.0,0.0,658.972842143625,0.9934657991156082
2608.0,223.85624438337126,610.0,0.0,658.9354384217486,0.9938468753715022
2609.0,223.85612660740986,610.0,0.0,658.8980264841435,0.9942279516273962
2610.0,223.85799170908098,610.0,0.0,658.8606063370323,0.9946090278832902
2611.0,223.86152981060653,610.0,0.0,658.8231779866387,0.9949901041391842
2612.0,223.86632303005118,610.0,0.0,658.7857414391875,0.9953711803950782
2613.0,223.87187237516946,610.0,0.0,658.7482967009043,0.9957522566509722
2614.0,223.87762988385165,610.0,0.0,658.7108437780156,0.9961333329068662
2615.0,223.88303395699052,610.0,0.0,658.6733826767489,0.9965144091627602
2616.0,223.8875456152353,610.0,0.0,658.6359134033323,0.9968954854186542
2617.0,223.89068333990545,610.0,0.0,658.5984359639955,0.9972765616745483
2618.0,223.8920542378626,610.0,0.0,658.5609503649682,0.9976576379304423
2619.0,223.89137949830643,610.0,0.0,658.5234566124817,0.9980387141863363
2620.0,223.88851247391725,610.0,0.0,658.4859547127685,0.9984197904422303
2621.0,223.8834481970623,610.0,0.0,658.4484446720604,0.9988008666981243
2622.0,223.87632370254303,610.0,0.0,658.4109264965923,0.9991819429540183
2623.0,223.86740913342192,610.0,0.0,658.3734001925986,0.9995630192099123
2624.0,223.85709021385387,610.0,0.0,658.3358657663149,0.9999440954658063
2625.0,223.84584324020378,610.0,0.0,658.2983232239781,1.0003251717217003
2626.0,223.83420422988482,610.0,0.0,658.2607725718248,1.0007062479775943
2627.0,223.82273424347412,610.0,0.0,658.2232138160941,1.0010873242334883
2628.0,223.81198313573293,610.0,0.0,658.185646963025,1.0014684004893823
2629.0,223.8024540814433,610.0,0.0,658.1480720188581,1.0018494767452764
2630.0,223.79457115945306,610.0,0.0,658.110488989834,1.0022305530011704
2631.0,223.78865207017503,610.0,0.0,658.0728978821945,1.0026116292570644
2632.0,223.78488772412356,610.0,0.0,658.0352987021831,1.0029927055129584
2633.0,223.78332999522976,610.0,0.0,657.9976914560431,1.0033737817688524
2634.0,223.78388841132386,610.0,0.0,657.9600761500192,1.0037548580247464
2635.0,223.78633598746993,610.0,0.0,657.922452790357,1.0041359342806404
2636.0,223.79032382974128,610.0,0.0,657.8848213833031,1.0045170105365344
2637.0,223.79540358176226,610.0,0.0,657.8471819351045,1.0048980867924284
2638.0,223.80105628698098,610.0,0.0,657.8095344520094,1.0052791630483224
2639.0,223.80672582665633,610.0,0.0,657.7718789402675,1.0056602393042164
2640.0,223.81185479329739,610.0,0.0,657.734215406128,1.0060413155601104
2641.0,223.81592049241186,610.0,0.0,657.6965438558425,1.0064223918160045
2642.0,223.81846874514167,610.0,0.0,657.658864295662,1.0068034680718985
2643.0,223.8191432950801,610.0,0.0,657.6211767318396,1.0071845443277925
2644.0,223.81770889873783,610.0,0.0,657.5834811706289,1.0075656205836865
2645.0,223.81406658491446,610.0,0.0,657.5457776182839,1.0079466968395805
2646.0,223.80826007799286,610.0,0.0,657.5080660810604,1.0083277730954745
2647.0,223.80047295997247,610.0,0.0,657.4703465652141,1.0087088493513685
2648.0,223.79101675610707,610.0,0.0,657.4326190770023,1.0090899256072625
2649.0,223.7803107268532,610.0,0.0,657.3948836226824,1.0094710018631565
2650.0,223.76885469284738,610.0,0.0,657.3571402085137,1.0098520781190505
2651.0,223.75719667251235,610.0,0.0,657.3193888407558,1.0102331543749445
2652.0,223.74589744361052,610.0,0.0,657.281629525669,1.0106142306308386
2653.0,223.73549433000443,610.0,0.0,657.2438622695148,1.0109953068867326
2654.0,223.7264665529687,610.0,0.0,657.2060870785552,1.0113763831426266
2655.0,223.71920437317425,610.0,0.0,657.1683039590538,1.0117574593985206
2656.0,223.71398399530847,610.0,0.0,657.130512917274,1.0121385356544146
2657.0,223.71094983095847,610.0,0.0,657.0927139594809,1.0125196119103086
2658.0,223.7101052422066,610.0,0.0,657.0549070919401,1.0129006881662026
2659.0,223.71131234839694,610.0,0.0,657.0170923209184,1.0132817644220966
2660.0,223.71430090465063,610.0,0.0,656.9792696526833,1.0136628406779906
2661.0,223.71868568711804,610.0,0.0,656.9414390935024,1.0140439169338846
2662.0,223.72399128061963,610.0,0.0,656.9036006496455,1.0144249931897786
2663.0,223.72968269156428,610.0,0.0,656.865754327382,1.0148060694456726
2664.0,223.7351998320691,610.0,0.0,656.8279001329829,1.0151871457015667
2665.0,223.7399936646087,610.0,0.0,656.7900380727206,1.0155682219574607
2666.0,223.7435616785665,610.0,0.0,656.752168152867,1.0159492982133547
2667.0,223.74548040111688,610.0,0.0,656.7142903796953,1.0163303744692487
2668.0,223.7454328260343,610.0,0.0,656.6764047594797,1.0167114507251427
2669.0,223.74322896626782,610.0,0.0,656.6385112984962,1.0170925269810367
2670.0,223.73881818017702,610.0,0.0,656.6006100030194,1.0174736032369307
2671.0,223.73229245853705,610.0,0.0,656.562700879327,1.0178546794928247
2672.0,223.7238804535866,610.0,0.0,656.5247839336965,1.0182357557487187
2673.0,223.71393264147525,610.0,0.0,656.4868591724063,1.0186168320046127
2674.0,223.70289859293362,610.0,0.0,656.448926601735,1.0189979082605067
2675.0,223.69129784336369,610.0,0.0,656.4109862279639,1.0193789845164007
2676.0,223.67968626773555,610.0,0.0,656.3730380573733,1.0197600607722948
2677.0,223.6686201506868,610.0,0.0,656.3350820962444,1.0201411370281888
2678.0,223.6586202809661,610.0,0.0,656.2971183508611,1.0205222132840828
2679.0,223.6501383854216,610.0,0.0,656.2591468275058,1.0209032895399768
2680.0,223.64352805511885,610.0,0.0,656.2211675324631,1.0212843657958708
2681.0,223.63902201827955,610.0,0.0,656.1831804720188,1.0216654420517648
2682.0,223.63671720274226,610.0,0.0,656.145185652458,1.0220465183076588
2683.0,223.63656853167853,610.0,0.0,656.1071830800679,1.0224275945635528
2684.0,223.63839184152764,610.0,0.0,656.0691727611359,1.0228086708194468
2685.0,223.64187573403663,610.0,0.0,656.0311547019503,1.0231897470753408
2686.0,223.64660160914525,610.0,0.0,655.9931289088009,1.0235708233312348
2687.0,223.65207060576876,610.0,0.0,655.955095387977,1.0239518995871288
2688.0,223.657735734714,610.0,0.0,655.9170541457701,1.0243329758430229
2689.0,223.66303714980776,610.0,0.0,655.879005188472,1.0247140520989169
2690.0,223.66743829241238,610.0,0.0,655.8409485223748,1.0250951283548109
2691.0,223.67046057659422,610.0,0.0,655.8028841537719,1.0254762046107049
2692.0,223.67171436463306,610.0,0.0,655.7648120889575,1.0258572808665989
2693.0,223.67092421303178,610.0,0.0,655.7267323342268,1.026238357122493
2694.0,223.6679467351685,610.0,0.0,655.6886448958753,1.026619433378387
2695.0,223.66277990564436,610.0,0.0,655.6505497801995,1.027000509634281
2696.0,223.6555631917743,610.0,0.0,655.6124469934973,1.027381585890175
2697.0,223.64656850139215,610.0,0.0,655.5743365420664,1.027762662146069
2698.0,223.6361825413029,610.0,0.0,655.5362184322062,1.028143738401963
2699.0,223.62488174512708,610.0,0.0,655.4980926702164,1.028524814657857
2700.0,223.61320141398977,610.0,0.0,655.4599592623974,1.028905890913751
2701.0,223.60170108594292,610.0,0.0,655.4218182150512,1.029286967169645
2702.0,223.59092838642374,610.0,0.0,655.3836695344796,1.029668043425539
2703.0,223.5813836989635,610.0,0.0,655.3455132269853,1.030049119681433
2704.0,223.5734879299699,610.0,0.0,655.3073492988729,1.030430195937327
2705.0,223.5675554310601,610.0,0.0,655.2691777564467,1.030811272193221
2706.0,223.56377380334135,610.0,0.0,655.2309986060117,1.031192348449115
2707.0,223.56219186361577,610.0,0.0,655.1928118538747,1.031573424705009
2708.0,223.56271653139763,610.0,0.0,655.1546175063426,1.031954500960903
2709.0,223.56511883000056,610.0,0.0,655.1164155697229,1.032335577216797
2710.0,223.5690486186595,610.0,0.0,655.0782060503246,1.032716653472691
2711.0,223.57405711982565,610.0,0.0,655.0399889544566,1.033097729728585
2712.0,223.57962580934802,610.0,0.0,655.0017642884299,1.033478805984479
2713.0,223.5851998275574,610.0,0.0,654.9635320585544,1.033859882240373
2714.0,223.59022377247504,610.0,0.0,654.9252922711427,1.034240958496267
2715.0,223.59417757290493,610.0,0.0,654.8870449325067,1.034622034752161
2716.0,223.59661012206502,610.0,0.0,654.8487900489604,1.035003111008055
2717.0,223.59716848584006,610.0,0.0,654.8105276268168,1.035384187263949
2718.0,223.59562077796087,610.0,0.0,654.7722576723919,1.035765263519843
2719.0,223.59187120142235,610.0,0.0,654.7339801920008,1.0361463397757371
2720.0,223.58596626548783,610.0,0.0,654.6956951919601,1.0365274160316311
2721.0,223.57809176671168,610.0,0.0,654.6574026785868,1.0369084922875251
